Epoch,LearningRate,TrainLoss,ValiLoss,TestLoss,MAELoss,MAPELoss,TrainCG,TestCG,TestCGI,ValiCG,ValiCGI
1,0.00019999999999999966,0.05832139038560322,1.8508843966329225,0.15554027967049058,0.28878002843581674,0.15678259916914525,[0.51116038 0.52187731 0.54375462 0.56193644],[0.50946021 0.49387869 0.48942682 0.4966611 ],0.0,[0.51069182 0.52641509 0.54842767 0.5490566 ],0.0
2,0.00019999999999999966,0.05652500461284154,1.1970379212185882,0.11533144757016336,0.2477158190890873,0.13579111444283407,[0.49741316 0.5082779  0.51980783 0.53370288],[0.50083472 0.49304396 0.4852532  0.4819143 ],0.0,[0.5        0.5163522  0.52641509 0.5490566 ],0.0
3,9.999999999999983e-05,0.047020705558716874,0.6978883445403485,0.07391997227870481,0.20248787181268452,0.10717146965723255,[0.50140429 0.50953437 0.51515152 0.52054693],[0.49833055 0.48135782 0.48775737 0.49220924],0.0,[0.52389937 0.53018868 0.53962264 0.53647799],0.0
4,4.9999999999999914e-05,0.04211647448490297,0.44949840255573675,0.037418166464482296,0.15042025679862359,0.07852150277484936,[0.49896526 0.50709534 0.51160384 0.518034  ],[0.49053979 0.48747913 0.48970506 0.49276572],0.0,[0.51446541 0.52138365 0.57232704 0.58238994],0.0
5,2.4999999999999957e-05,0.038198687589650934,0.41692680982556546,0.028587598491806806,0.13055954786182344,0.06619396306285152,[0.50214339 0.50946046 0.52217295 0.52335551],[0.49972176 0.48692265 0.48720089 0.48775737],0.0,[0.48679245 0.49119497 0.48742138 0.46855346],0.0
6,1.2499999999999979e-05,0.03632329093904633,0.3970422372292235,0.028195412118004973,0.12918588660893734,0.06559197297117647,[0.50857354 0.51396896 0.5263119  0.53348115],[0.48608792 0.49471341 0.48747913 0.49081803],0.0,[0.48805031 0.47987421 0.49811321 0.48742138],0.0
7,6.249999999999989e-06,0.03547125321672506,0.3986581333170487,0.027963730073151085,0.129121631694855,0.06607334719557247,[0.51152993 0.51559497 0.53436807 0.54693274],[0.48441848 0.48803561 0.49081803 0.48636617],0.0,[0.49811321 0.50377358 0.50377358 0.50062893],0.0
