EntireCG
"[0.57867007 0.63697081 0.68657034 0.719752   0.74388654 0.76179452
 0.77044251 0.78526383 0.78595567 0.79726458 0.80373061 0.8092121
 0.81184641 0.81333653 0.82115963 0.83313376 0.83800325 0.84715681
 0.84218089 0.84952503 0.85237221 0.85356962 0.85085549 0.85487347
 0.85346319 0.85058939 0.8569756  0.86197813 0.86591629 0.87302094
 0.87315399 0.87626726 0.87746468 0.87514968 0.87616083 0.87826295
 0.87836939 0.87517629 0.87512307 0.87110508]"
