EntireLoss,EntireMAELoss,EntireCG
0.2910394988120156,0.3433026077415087,"[0.48833187 0.48556451 0.48487268 0.48649584 0.48897049 0.48082808
 0.48074825 0.48109417 0.49064687 0.47755515 0.47750193 0.48120061
 0.4869748  0.48843831 0.4860967  0.48492589 0.47571911 0.4783002
 0.48266411 0.47372342 0.4849525  0.48532503 0.47396291 0.48910354
 0.49157819 0.48077486 0.47444187 0.47252601 0.46712434 0.46861446
 0.48391474 0.49250951 0.46723078 0.4895825  0.47909848 0.48774647
 0.47367021 0.50254118 0.50200899 0.49953434]"
