EntireLoss,EntireMAELoss,EntireCG
0.2492557835304278,0.3277941593943422,"[0.49411765 0.49381502 0.49241536 0.49254145 0.49170922 0.48622407
 0.48452178 0.48860728 0.49077612 0.48922514 0.48329866 0.48444613
 0.48604754 0.48923775 0.48176029 0.48237816 0.47150873 0.4772839
 0.48250426 0.47540508 0.48411828 0.48145766 0.47380367 0.48160898
 0.48346258 0.47906185 0.47756131 0.47395498 0.47270664 0.47172309
 0.47479982 0.47183658 0.46492655 0.4701469  0.46819242 0.47550596
 0.45705819 0.46411954 0.46612446 0.46343862]"
