EntireCG
"[0.48646923 0.48423405 0.48394135 0.48575078 0.4887044  0.47965727
 0.47947101 0.48213193 0.48867779 0.47734227 0.47715601 0.48077486
 0.48585722 0.48732072 0.48050877 0.48237141 0.47601181 0.47872595
 0.47987015 0.47377664 0.48479285 0.48354222 0.47345733 0.48968894
 0.48894388 0.48064181 0.47651739 0.47420239 0.46752348 0.46935952
 0.48258428 0.49498417 0.46840159 0.48442032 0.47513371 0.48154653
 0.47420239 0.49639445 0.49370693 0.49503739]"
