Epoch,LearningRate,TrainLoss,ValiLoss,TestLoss,MAELoss,MAPELoss,TrainCG,TestCG,TestCGI,ValiCG,ValiCGI
1,4.000000000000002e-06,0.023264560779431637,0.06422584479745151,0.048639878687524736,0.17221107340180056,0.3557400992806721,[0.49379235 0.49540377 0.49060612 0.49181469 0.49056949],[0.48654354 0.49472296 0.48812665 0.48720317 0.48825858],0.0,[0.49759547 0.49674682 0.50579915 0.50891089 0.50806223],0.0
2,4.000000000000002e-06,0.025367626550879395,0.06623293930204883,0.047483793838855586,0.1705753500582552,0.353663696015148,[0.49913935 0.4943417  0.49020326 0.49108222 0.4910456 ],[0.48614776 0.49327177 0.48773087 0.48680739 0.48614776],0.0,[0.49759547 0.49929279 0.5106082  0.50806223 0.50523338],0.0
3,4.000000000000002e-06,0.024133820981135697,0.06567327079305824,0.04806784970830658,0.1713668998763319,0.35528557930703186,[0.49745468 0.49672221 0.49232741 0.49269365 0.49221754],[0.48733509 0.4939314  0.48746702 0.48588391 0.48957784],0.0,[0.49476662 0.50466761 0.50438472 0.51117397 0.51173975],0.0
4,2.8000000000000016e-06,0.023143910794112824,0.0636180646130707,0.04873065994837874,0.17244438420014216,0.3557383181099684,[0.49082586 0.49196118 0.48569859 0.48672404 0.48181652],[0.48627968 0.49195251 0.48773087 0.4848285  0.48654354],0.0,[0.49420085 0.50438472 0.50947666 0.50664781 0.50551627],0.0
5,1.9600000000000007e-06,0.028517674994659056,0.05864831577761346,0.05174673048551784,0.1772095720307646,0.3622676809637815,[0.49760117 0.49192456 0.48646768 0.48646768 0.48547885],[0.48707124 0.49327177 0.48944591 0.48799472 0.49063325],0.0,[0.50212164 0.5049505  0.51117397 0.51711457 0.51343706],0.0
6,1.3720000000000004e-06,0.03338968899223939,0.05529087881713845,0.054122213396184775,0.18092271485943395,0.36814491888495915,[0.49423183 0.48881157 0.48401392 0.48525911 0.48269548],[0.48350923 0.49406332 0.4908971  0.49168865 0.48588391],0.0,[0.50693069 0.50438472 0.52362093 0.52135785 0.50353607],0.0
7,9.604000000000004e-07,0.038949159342973216,0.03958232094548623,0.06711354720343687,0.20159795328158894,0.40507392790586266,[0.490423   0.48793261 0.48844534 0.48580846 0.48610145],[0.48416887 0.49287599 0.48957784 0.48627968 0.49432718],0.0,[0.50919378 0.51796322 0.52475248 0.52277228 0.52673267],0.0
8,6.722800000000002e-07,0.0305074718065298,0.017581854881082958,0.02802315766477434,0.12441442978702298,0.2708647604306821,[0.49536715 0.4908991  0.48438015 0.48690716 0.4844534 ],[0.49498681 0.49815303 0.49459103 0.49788918 0.50197889],0.0,[0.50127298 0.51711457 0.52984441 0.53125884 0.54398868],0.0
9,4.7059600000000015e-07,0.021745807099512977,0.015257294328491376,0.014410481493227375,0.08551302922878533,0.2078728121404332,[0.49859    0.49005677 0.48481963 0.48577184 0.48287859],[0.49802111 0.50989446 0.49854881 0.4878628  0.5025066 ],0.0,[0.51230552 0.50268741 0.53069307 0.52644979 0.54398868],0.0
10,3.2941720000000005e-07,0.019341386141266285,0.014183585679983231,0.009542139171030625,0.07081200175158099,0.17910991783995958,[0.49584325 0.49364585 0.48654093 0.48936092 0.4838308 ],[0.49828496 0.50145119 0.49881266 0.4939314  0.49736148],0.0,[0.51202263 0.49674682 0.52927864 0.52333805 0.5397454 ],0.0
11,2.3059204000000002e-07,0.017168995700400955,0.012901485610591394,0.007944932743607499,0.0654889379557662,0.1681348520372859,[0.50214246 0.49430507 0.4910456  0.49236404 0.48789599],[0.49802111 0.50145119 0.49656992 0.49815303 0.49683377],0.0,[0.51173975 0.50014144 0.52729844 0.52446959 0.52786421],0.0
12,1.61414428e-07,0.01622944217686159,0.012092956704391726,0.007020752075694966,0.061614117319271765,0.15960714271989968,[0.49869987 0.49562351 0.49320637 0.4943417  0.48826222],[0.50211082 0.50395778 0.49762533 0.49986807 0.49709763],0.0,[0.50891089 0.50438472 0.52503536 0.52192362 0.52758133],0.0
13,1.129900996e-07,0.015535302201448845,0.011521103126193864,0.00641853506311543,0.058725574939225436,0.15263108585501645,[0.49910273 0.49668559 0.4959165  0.49562351 0.49196118],[0.5025066  0.5055409  0.49894459 0.49868074 0.50145119],0.0,[0.50947666 0.50155587 0.52503536 0.51881188 0.52446959],0.0
14,7.909306971999999e-08,0.014842098322916922,0.011227706122912991,0.006051216471185922,0.05685311109398917,0.14772920234197637,[0.49990844 0.49771104 0.49441494 0.49569676 0.49196118],[0.50263852 0.50593668 0.49854881 0.5        0.5030343 ],0.0,[0.51173975 0.50579915 0.5241867  0.518529   0.52220651],0.0
15,5.5365148803999995e-08,0.014800873818078581,0.011042777468235114,0.005774680295807011,0.055271423177297246,0.1439191851166561,[0.50012818 0.4981139  0.49430507 0.50097052 0.49430507],[0.50145119 0.50804749 0.49736148 0.49762533 0.50620053],0.0,[0.51400283 0.50919378 0.52305516 0.52022631 0.51937765],0.0
16,3.875560416279999e-08,0.014292104071448482,0.010960364095036625,0.005578031925995189,0.05409624456461165,0.1413092102719063,[0.50097052 0.49672221 0.49540377 0.49789416 0.49642923],[0.50092348 0.50936675 0.49722955 0.50039578 0.50738786],0.0,[0.51032532 0.50721358 0.52192362 0.52164074 0.52079208],0.0
17,2.7128922913959994e-08,0.013991746381134911,0.010922836112279196,0.005430587197338655,0.05317139751578885,0.13928190437526414,[0.49738143 0.49708845 0.49954221 0.49837026 0.49782091],[0.50105541 0.50883905 0.49815303 0.49986807 0.50646438],0.0,[0.50919378 0.50806223 0.51937765 0.51994342 0.5165488 ],0.0
18,1.8990246039771994e-08,0.014179244093713746,0.010923222425132197,0.005339099855205562,0.05258896843576927,0.13798535624174965,[0.49829702 0.50042117 0.49756455 0.49994507 0.49826039],[0.50131926 0.50751979 0.49762533 0.50105541 0.50422164],0.0,[0.50862801 0.50579915 0.52192362 0.52248939 0.51966054],0.0
